Name,Category,Region,County,Facility,Availability,Facility.URL,Golf.URL,Nature.Center.URL,Longitude,Latitude,Location
Fillmore Glen,State Park,4,Cayuga,Nature_Center,Not Available,http://nysparks.com/parks/157/details.aspx,,,-76.38800625,42.69096898,"(42.69096898080, -76.38800624500)"
Ganondagon,State Historic Site,4,Ontario,Nature_Center,Not Available,http://nysparks.com/historic-sites/26/details.aspx,,,-77.42206824,42.96482987,"(42.96482986650, -77.42206824230)"
Harriet Hollister Spencer,State Park,4,Ontario,Nature_Center,Not Available,http://nysparks.com/parks/164/details.aspx,,,-77.51547809,42.688112,"(42.68811200300, -77.51547808690)"
Honeoye Marine Park,Marine Facility,4,Ontario,Nature_Center,Not Available,http://nysparks.com/parks/162/details.aspx,,,-77.50457815,42.72575402,"(42.72575401990, -77.50457814970)"
Indian Hills,State Park,4,Steuben,Nature_Center,Not Available,,http://nysparks.com/golf-courses/19/details.aspx,,-77.15476554,42.09305489,"(42.09305489030, -77.15476553570)"
Keuka Lake,State Park,4,Yates,Nature_Center,Not Available,http://nysparks.com/parks/67/details.aspx,,,-77.12858336,42.58218255,"(42.58218255220, -77.12858335890)"
Lodi Point Marine Park,Marine Facility,4,Seneca,Nature_Center,Not Available,http://nysparks.com/parks/89/details.aspx,,,-76.87683054,42.61824659,"(42.61824658550, -76.87683054420)"
Long Point,State Park,4,Cayuga,Nature_Center,Not Available,http://nysparks.com/parks/170/details.aspx,,,-76.69840928,42.71741104,"(42.71741104130, -76.69840928250)"
Mark Twain,State Park,4,Chemung,Nature_Center,Not Available,http://nysparks.com/parks/138/details.aspx,http://nysparks.com/golf-courses/3/details.aspx,,-76.83569091,42.21166069,"(42.21166069400, -76.83569091250)"
Newtown Battlefield,State Park,4,Chemung,Nature_Center,Not Available,http://nysparks.com/parks/107/details.aspx,,,-76.73631727,42.04902652,"(42.04902651830, -76.73631726940)"
Parrot Hall,State Historic Site,4,Ontario,Nature_Center,Not Available,,,,-77.00881425,42.87677396,"(42.87677395780, -77.00881424770)"
Pinnacle,State Park,4,Steuben,Nature_Center,Not Available,http://nysparks.com/parks/4/details.aspx,http://nysparks.com/golf-courses/16/details.aspx,,-77.21456092,42.09735297,"(42.09735296920, -77.21456092280)"
Robert H. Treman,State Park,4,Tompkins,Nature_Center,Not Available,http://nysparks.com/parks/135/details.aspx,,,-76.57954421,42.40057564,"(42.40057563940, -76.57954420760)"
Sampson,State Park,4,Seneca,Nature_Center,Not Available,http://nysparks.com/parks/154/details.aspx,,,-76.9013257,42.72549002,"(42.72549001870, -76.90132570350)"
Seneca Lake,State Park,4,Ont/Sen,Nature_Center,Not Available,http://nysparks.com/parks/125/details.aspx,,,-76.95454977,42.8739501,"(42.87395009670, -76.95454977080)"
Sonnenberg Gardens and Mansion,State Historic Park,4,Ontario,Nature_Center,Not Available,http://nysparks.com/historic-sites/36/details.aspx,,,-77.2721596,42.89814677,"(42.89814677360, -77.27215960070)"
Stony Brook,State Park,4,Steuben,Nature_Center,Not Available,http://nysparks.com/parks/118/details.aspx,,,-77.69296639,42.51855953,"(42.51855952910, -77.69296639290)"
Taughannock Falls,State Park,4,Tompkins,Nature_Center,Not Available,http://nysparks.com/parks/62/details.aspx,,,-76.60976708,42.54073824,"(42.54073823840, -76.60976708320)"
Two Rivers,State Park,4,Tioga,Nature_Center,Not Available,http://nysparks.com/parks/179/details.aspx,,,-76.54731999,42.02516355,"(42.02516354530, -76.54731999330)"
Watkins Glen,State Park,4,Schuyler,Nature_Center,Not Available,http://nysparks.com/parks/142/details.aspx,,,-76.90013376,42.36753974,"(42.36753973990, -76.90013375860)"
Battle Island,State Park,5,Oswego,Nature_Center,Not Available,http://nysparks.com/parks/44/details.aspx,http://nysparks.com/golf-courses/5/details.aspx,,-76.43604418,43.36167093,"(43.36167093380, -76.43604418290)"
Betty & Wilbur Davis,State Park,5,Otsego,Nature_Center,Not Available,http://nysparks.com/parks/85/details.aspx,,,-74.83290982,42.66363969,"(42.66363969420, -74.83290982380)"
Bowman Lake,State Park,5,Chenango,Nature_Center,Not Available,http://nysparks.com/parks/76/details.aspx,,,-75.6806338,42.51998474,"(42.51998473800, -75.68063380290)"
Canadarago Boat Marine Park,Marine Facility,5,Otsego,Nature_Center,Not Available,,,,-75.01371176,42.81869731,"(42.81869731080, -75.01371176200)"
Chenango Valley,State Park,5,Broome,Nature_Center,Not Available,http://nysparks.com/parks/41/details.aspx,http://nysparks.com/golf-courses/20/details.aspx,,-75.83623684,42.21554025,"(42.21554025070, -75.83623684010)"
Chittenango Falls,State Park,5,Madison,Nature_Center,Available,http://nysparks.com/parks/130/details.aspx,,,-75.84665631,42.98148474,"(42.98148473660, -75.84665631290)"
Clark Reservation,State Park,5,Onondaga,Nature_Center,Available,http://nysparks.com/parks/126/details.aspx,,,-76.09300044,42.9975225,"(42.99752250310, -76.09300043590)"
Delta Lake,State Park,5,Oneida,Nature_Center,Not Available,http://nysparks.com/parks/66/details.aspx,,,-75.42187224,43.29096558,"(43.29096558100, -75.42187224350)"
Fort Ontario,State Historic Site,5,Oswego,Nature_Center,Not Available,http://nysparks.com/historic-sites/20/details.aspx,,,-76.50744715,43.46612424,"(43.46612424410, -76.50744715030)"
Gilbert Lake,State Park,5,Otsego,Nature_Center,Not Available,http://nysparks.com/parks/19/details.aspx,,,-75.13246312,42.586584,"(42.58658399600, -75.13246312460)"
Glimmerglass,State Park,5,Otsego,Nature_Center,Not Available,http://nysparks.com/parks/28/details.aspx,,,-74.86868392,42.79362617,"(42.79362617320, -74.86868391560)"
Green Lakes,State Park,5,Onondaga,Nature_Center,Not Available,http://nysparks.com/parks/172/details.aspx,http://nysparks.com/golf-courses/14/details.aspx,,-75.9818848,43.04697832,"(43.04697831830, -75.98188480470)"
Helen L. McNitt,Other,5,Madison,Nature_Center,Not Available,,,,-75.87410835,42.97085176,"(42.97085175510, -75.87410834750)"
Herkimer Home,State Historic Site,5,Herkimer,Nature_Center,Not Available,http://nysparks.com/historic-sites/14/details.aspx,,,-74.81586505,43.02532856,"(43.02532856280, -74.81586505310)"
Hyde Hall,State Historic Site,5,Otsego,Nature_Center,Not Available,http://nysparks.com/historic-sites/11/details.aspx,,,-74.8739967,42.79373333,"(42.79373332960, -74.87399669630)"
John Burroughs Memorial,State Historic Site,5,Delaware,Nature_Center,Not Available,http://nysparks.com/historic-sites/3/details.aspx,,,-74.58596903,42.29474198,"(42.29474197550, -74.58596903470)"
Lorenzo,State Historic Site,5,Madison,Nature_Center,Not Available,http://nysparks.com/historic-sites/15/details.aspx,,,-75.86569996,42.92290209,"(42.92290209040, -75.86569996170)"
Mexico Point,State Park,5,Oswego,Nature_Center,Not Available,,,,-76.25846408,43.5199984,"(43.51999840030, -76.25846407760)"
Mexico Point Marine Park,Marine Facility,5,Oswego,Nature_Center,Not Available,http://nysparks.com/parks/183/details.aspx,,,-76.25514321,43.52337504,"(43.52337503640, -76.25514320860)"
Old Erie Canal,State Historic Park,5,Onon/Mad/Oneida,Nature_Center,Not Available,http://nysparks.com/historic-sites/32/details.aspx,,,-75.92176935,43.0754747,"(43.07547470480, -75.92176934910)"
Oquaga Creek,State Park,5,Broome/Delaware,Nature_Center,Not Available,http://nysparks.com/parks/27/details.aspx,,,-75.42467935,42.17805145,"(42.17805144910, -75.42467934830)"
Oriskany Battlefield,State Historic Site,5,Oneida,Nature_Center,Not Available,http://nysparks.com/historic-sites/21/details.aspx,,,-75.36671039,43.1767747,"(43.17677469700, -75.36671039240)"
Pixley Falls,State Park,5,Oneida,Nature_Center,Not Available,http://nysparks.com/parks/32/details.aspx,,,-75.34147555,43.40431845,"(43.40431845360, -75.34147555230)"
Robert V. Riddell,State Park,5,Otsego,Nature_Center,Not Available,http://nysparks.com/parks/18/details.aspx,,,-74.93710757,42.47625451,"(42.47625450820, -74.93710757450)"
Sandy Island Beach,State Park,5,Oswego,Nature_Center,Not Available,http://nysparks.com/parks/153/details.aspx,,,-76.195665,43.63093161,"(43.63093160520, -76.19566500410)"
Selkirk Shores,State Park,5,Oswego,Nature_Center,Not Available,http://nysparks.com/parks/84/details.aspx,,,-76.19844002,43.55566201,"(43.55566201050, -76.19844002330)"
State Park at the Fair,Other,5,Onondaga,Nature_Center,Not Available,http://nysparks.com/parks/82/details.aspx,,,-76.21696591,43.07110463,"(43.07110463170, -76.21696591430)"
Steuben Memorial,State Historic Site,5,Oneida,Nature_Center,Not Available,http://nysparks.com/historic-sites/2/details.aspx,,,-75.2324893,43.3381057,"(43.33810569960, -75.23248930110)"
Verona Beach,State Park,5,Oneida,Nature_Center,Not Available,http://nysparks.com/parks/102/details.aspx,,,-75.71658659,43.17800825,"(43.17800824900, -75.71658658600)"
Clarence Fahnestock,State Park,7,Putnam,Nature_Center,Available,http://nysparks.com/parks/133/details.aspx,,http://www.nysparks.com/environment/nature-centers/3/details.aspx,-73.84764739,41.45275633,"(41.45275633070, -73.84764739280)"
Clermont,State Historic Site,7,Col/Dutch,Nature_Center,Not Available,http://nysparks.com/historic-sites/16/details.aspx,,,-73.91104016,42.08330974,"(42.08330973870, -73.91104015700)"
Clinton House,State Historic Site,7,Dutchess,Nature_Center,Not Available,http://nysparks.com/historic-sites/1/details.aspx,,,-73.91624471,41.70036495,"(41.70036495400, -73.91624471230)"
Donald J. Trump,State Park,7,Putnam/Westchester,Nature_Center,Not Available,,,,-73.80837178,41.34539868,"(41.34539867750, -73.80837178360)"
Donald J. Trump,State Park,7,Putnam/Westchester,Nature_Center,Not Available,,,,-73.80405211,41.26263355,"(41.26263355270, -73.80405211470)"
Franklin Delano Roosevelt,State Park,7,Westchester,Nature_Center,Not Available,http://nysparks.com/parks/148/details.aspx,,,-73.80875691,41.28230417,"(41.28230417020, -73.80875690520)"
Hart's Brook Nature Preserve & Arboretum,Other,7,Westchester,Nature_Center,Not Available,,,,-73.80806017,41.01796144,"(41.01796144330, -73.80806016760)"
Hudson Highlands,State Park Preserve,7,Dutch/Put,Nature_Center,Not Available,http://nysparks.com/parks/9/details.aspx,,,-73.96211032,41.43375567,"(41.43375567300, -73.96211032090)"
James Baird,State Park,7,Dutchess,Nature_Center,Not Available,http://nysparks.com/parks/101/details.aspx,http://nysparks.com/golf-courses/1/details.aspx,,-73.79543181,41.6880051,"(41.68800509510, -73.79543181340)"
John Jay Homestead,State Historic Site,7,Westchester,Nature_Center,Not Available,http://nysparks.com/historic-sites/4/details.aspx,,,-73.65880641,41.25034096,"(41.25034095730, -73.65880640870)"
Lake Taghkanic,State Park,7,Columbia,Nature_Center,Not Available,http://nysparks.com/parks/38/details.aspx,,,-73.70588782,42.09288182,"(42.09288181800, -73.70588781880)"
Margaret Lewis Norrie,State Park,7,Dutchess,Nature_Center,Not Available,http://nysparks.com/parks/171/details.aspx,,,-73.93895514,41.84153655,"(41.84153654810, -73.93895513720)"
Ogden & Ruth Livingston Mills,State Park,7,Dutchess,Nature_Center,Not Available,http://nysparks.com/parks/33/details.aspx,http://nysparks.com/golf-courses/21/details.aspx,,-73.93480595,41.8530054,"(41.85300539520, -73.93480595460)"
Olana,State Historic Site,7,Columbia,Nature_Center,Not Available,http://nysparks.com/historic-sites/23/details.aspx,,,-73.82875957,42.21459514,"(42.21459513810, -73.82875956580)"
Old Croton Aqueduct,State Historic Park,7,Westchester,Nature_Center,Not Available,http://nysparks.com/parks/96/details.aspx,,,-73.86317128,41.16566387,"(41.16566387170, -73.86317128260)"
Peter Jay,Other,7,Westchester,Nature_Center,Not Available,http://nysparks.com/historic-sites/39/details.aspx,,,-73.70587755,40.95694601,"(40.95694601390, -73.70587754860)"
Philipse Manor Hall,State Historic Site,7,Westchester,Nature_Center,Not Available,http://nysparks.com/historic-sites/37/details.aspx,,,-73.89931286,40.93555005,"(40.93555005170, -73.89931286140)"
Quiet Cove Riverfront Park,Other,7,Dutchess,Nature_Center,Not Available,,,,-73.93449945,41.73322539,"(41.73322538680, -73.93449945000)"
Rockefeller Park Preserve,State Park,7,Westchester,Nature_Center,Not Available,http://nysparks.com/parks/59/details.aspx,,,-73.83253999,41.10969309,"(41.10969308530, -73.83253998950)"
Staatsburgh,State Historic Site,7,Dutchess,Nature_Center,Not Available,http://nysparks.com/historic-sites/25/details.aspx,,,-73.9299489,41.85662754,"(41.85662753880, -73.92994890210)"
Taconic,State Park,7,Dutchess,Nature_Center,Available,http://nysparks.com/parks/83/details.aspx,,,-73.51743928,42.07786386,"(42.07786385560, -73.51743928060)"
Taxter Ridge,Other,7,Westchester,Nature_Center,Not Available,,,,-73.83877677,41.05511939,"(41.05511939330, -73.83877677420)"
Walkway over the Hudson,State Historic Park,7,Dutchess,Nature_Center,Not Available,http://nysparks.com/parks/178/details.aspx,,,-73.94495089,41.710587,"(41.71058700040, -73.94495088990)"
Wonder Lake,State Park,7,Putnam,Nature_Center,Not Available,,,,-73.64658631,41.49190316,"(41.49190316110, -73.64658631490)"
Bear Mountain,State Park,8,Rockland/Orange,Nature_Center,Available,http://nysparks.com/parks/145/details.aspx,,,-73.99240161,41.29900423,"(41.29900423010, -73.99240161230)"
Blauvelt,State Park,8,Rockland,Nature_Center,Not Available,http://nysparks.com/parks/49/details.aspx,,,-73.93737308,41.07424137,"(41.07424136900, -73.93737308340)"
Bristol Beach,State Park,8,Rockland,Nature_Center,Not Available,,,,-73.93253108,42.10837178,"(42.10837178330, -73.93253107910)"
Fort Montgomery,State Historic Site,8,Orange,Nature_Center,Not Available,http://nysparks.com/historic-sites/28/details.aspx,,,-73.98957246,41.3243022,"(41.32430220480, -73.98957245690)"
Franny Reese Preserve,State Park,8,Ulster,Nature_Center,Not Available,,,,-73.95596437,41.70146445,"(41.70146444660, -73.95596437460)"
Goosepond Mountain,State Park,8,Orange,Nature_Center,Not Available,http://nysparks.com/parks/55/details.aspx,,,-74.24664764,41.33752483,"(41.33752482690, -74.24664764090)"
Harriman,State Park,8,Rock/Orange,Nature_Center,Not Available,http://nysparks.com/parks/145/details.aspx,,,-74.10169996,41.23733048,"(41.23733048350, -74.10169996430)"
Haverstraw Beach,State Park,8,Rockland,Nature_Center,Not Available,,,,-73.94317048,41.17799181,"(41.17799181180, -73.94317047610)"
High Tor,State Park,8,Rockland,Nature_Center,Not Available,http://nysparks.com/parks/78/details.aspx,,,-73.98401299,41.19061787,"(41.19061787350, -73.98401298960)"
Highland Lakes,State Park,8,Orange,Nature_Center,Not Available,http://nysparks.com/parks/5/details.aspx,,,-74.32857545,41.49130058,"(41.49130057890, -74.32857544760)"
Hook Mountain,State Park,8,Rockland,Nature_Center,Not Available,,,,-73.91588172,41.1517064,"(41.15170640470, -73.91588171800)"
Iona Island,State Park,8,Rockland,Nature_Center,Not Available,,,,-73.9760037,41.3042706,"(41.30427060200, -73.97600369840)"
Knox Headquarters,State Historic Site,8,Orange,Nature_Center,Not Available,http://nysparks.com/historic-sites/5/details.aspx,,,-74.04782194,41.45343523,"(41.45343522520, -74.04782194410)"
Lake Superior,State Park,8,Sullivan,Nature_Center,Not Available,http://nysparks.com/parks/87/details.aspx,,,-74.87942648,41.66793053,"(41.66793052970, -74.87942647960)"
Minnewaska,State Park Preserve,8,Ulster,Nature_Center,Available,http://nysparks.com/parks/127/details.aspx,,,-74.29323529,41.71581549,"(41.71581549160, -74.29323529390)"
New Windsor Cantonement,State Historic Site,8,Orange,Nature_Center,Not Available,http://nysparks.com/historic-sites/22/details.aspx,,,-74.05945727,41.47339278,"(41.47339278130, -74.05945726770)"
Nyack Beach,State Park,8,Rockland,Nature_Center,Not Available,http://nysparks.com/parks/156/details.aspx,,,-73.90865449,41.1271277,"(41.12712769530, -73.90865449420)"
Palisades,State Park,8,Rockland,Nature_Center,Not Available,,,,-73.90354437,41.00004239,"(41.00004238580, -73.90354437080)"
Rockland Lake,State Park,8,Rockland,Nature_Center,Available,http://nysparks.com/parks/81/details.aspx,http://nysparks.com/golf-courses/6/details.aspx,,-73.92191924,41.13621068,"(41.13621068220, -73.92191924450)"
Schunnemunk Mountain,State Park,8,Orange,Nature_Center,Not Available,http://nysparks.com/parks/184/details.aspx,,,-74.10271725,41.40211076,"(41.40211076090, -74.10271725190)"
Senate House,State Historic Site,8,Orange,Nature_Center,Not Available,http://nysparks.com/historic-sites/18/details.aspx,,,-74.01888424,41.93493647,"(41.93493646660, -74.01888424120)"
Sterling Forest,State Park,8,Orange,Nature_Center,Available,http://nysparks.com/parks/74/details.aspx,,,-74.24676588,41.21191921,"(41.21191920660, -74.24676587890)"
Stony Point Battlefield,State Historic Site,8,Rockland,Nature_Center,Not Available,http://nysparks.com/historic-sites/8/details.aspx,,,-73.9763735,41.24109039,"(41.24109039190, -73.97637349730)"
Storm King,State Park,8,Orange,Nature_Center,Not Available,http://nysparks.com/parks/152/details.aspx,,,-73.9913464,41.42564449,"(41.42564449100, -73.99134640200)"
